VideoName,BehaviorName,StartFrame,EndFrame,BehaviorType,DTW_distance,Fish0_avg_velocity,Fish1_avg_velocity,Fish0_min_velocity,Fish1_min_velocity,Fish0_max_velocity,Fish1_max_velocity,Fish0_movement_length,Fish1_movement_length,movement_length_differnece,Fish0_moving_direction_x,Fish0_moving_direction_y,Fish1_moving_direction_x,Fish1_moving_direction_y,same_direction_ratio,max_vector_angle,min_vector_angle,avg_vector_angle
1-14,bite,3211,3233,0,0.0569798936877511,0.1614363778298204,0.0982943047123446,0.1454757055571719,0.0908595311648191,0.2454789947139015,0.0341064611395231,0.0375750993679627,0.0236446137823112,0.570083685819316,0.3957826439578265,0.5399484536082474,0.4609609609609609,0.54625,0.86,0.921216,0.0332148715144887,0.3010409349256019
1-14,bite,3464,3470,0,0.0,0.0337236533957845,0.0849956634865568,0.0581902822228687,0.1853534435762311,0.0024112028192525,0.0110927033062018,0.0,0.0006751417012524,0.5396114092517097,0.4736415247364152,0.3724226804123711,0.5063813813813814,0.45875,0.17,0.6545920000000001,0.0,0.2292611277859377
1-14,bite,3749,3782,0,0.0627523933356696,0.4309133489461358,0.3638334778837814,0.0872854233343031,0.0545157186988915,0.4235370490587036,0.1710005042137866,0.1284059717480083,0.1006568239031564,0.5689542733688189,0.064882400648824,0.3827319587628866,0.1809309309309309,0.39375,0.82,0.952448,0.0,0.1600996232198735
1-14,bite,3903,3930,0,0.0770141520402715,0.492583918813427,0.4345186470078057,0.1483852196683154,0.2195166272942031,0.5132152462209034,0.2608225887776417,0.1161235212584211,0.0939755378890569,0.5561154040928451,0.7826439578264396,0.6585051546391752,0.8614864864864865,0.64625,0.78,0.9381120000000002,0.0,0.1995018839006322
1-14,bite,15816,15846,0,0.0394200316382108,0.1846994535519125,0.2311361665221162,0.0290951411114343,0.0574232236961657,0.2789576184735232,0.1168695526903407,0.0591992541513864,0.062799692260992,0.4973458807413318,0.5287915652879157,0.3015463917525773,0.5551801801801802,0.2,0.27,1.0000000000000002,0.0,0.3422313046810141
1-14,bite,4139,4176,0,0.0937601325791692,0.1381733021077283,0.1052327262214512,0.0290951411114343,0.040705069961839,0.2107020309746824,0.0991140243463228,0.0614358081721006,0.0465502352528641,0.5604763934581517,0.5137875101378752,0.4239690721649484,0.528903903903904,0.39875,0.35,0.942912,0.0,0.4254422376907848
1-14,bite,13430,13498,0,0.1264955277456628,0.1729898516783762,0.1919629950852847,0.1050334594122781,0.097946574595675,0.22980617638876,0.225311532089606,0.137205894386051,0.1337712159354376,0.4795558130130175,0.6224655312246553,0.3054123711340206,0.5803303303303303,0.51375,0.59,0.99104,0.0,0.3000830193498946
1-14,bite,13337,13368,0,0.1158397390338882,0.2323185011709602,0.0935241399248337,0.065173116089613,0.0181719062329638,0.3077993137345822,0.1071814449326514,0.0727487546460566,0.0352685650883703,0.6329883160460364,0.545823195458232,0.3350515463917526,0.4695945945945946,0.5275000000000001,0.55,0.845376,0.0,0.3050003193051919
1-14,bite,12923,12944,0,0.1803148755268941,0.2793130366900859,0.5477016478751084,0.065173116089613,0.1284753770670543,0.4468144301214876,0.2140747677015054,0.0542661896012635,0.0873277472771901,0.3974766739896314,0.5247364152473641,0.3956185567010309,0.7571321321321322,0.38625,0.67,0.954176,0.0123701476216511,0.3264576282010345
1-14,bite,6620,6638,0,0.1136502831390607,0.0524590163934426,0.1657993639780283,0.0919406459121326,0.1148464473923314,0.1366039135676528,0.1012749405748037,0.0147446435523023,0.0263389001994023,0.493615176388722,0.5251419302514193,0.4201030927835051,0.5037537537537538,0.555,0.56,0.944832,0.0,0.3551312344338718
